행정구역,2024년_거주자_총인구수,2024년_거주자_연령구간인구수,2024년_거주자_0~9세,2024년_거주자_10~19세,2024년_거주자_20~29세,2024년_거주자_30~39세,2024년_거주자_40~49세,2024년_거주자_50~59세,2024년_거주자_60~69세,2024년_거주자_70~79세,2024년_거주자_80~89세,2024년_거주자_90~99세,2024년_거주자_100세 이상,2024년_남_거주자_총인구수,2024년_남_거주자_연령구간인구수,2024년_남_거주자_0~9세,2024년_남_거주자_10~19세,2024년_남_거주자_20~29세,2024년_남_거주자_30~39세,2024년_남_거주자_40~49세,2024년_남_거주자_50~59세,2024년_남_거주자_60~69세,2024년_남_거주자_70~79세,2024년_남_거주자_80~89세,2024년_남_거주자_90~99세,2024년_남_거주자_100세 이상,2024년_여_거주자_총인구수,2024년_여_거주자_연령구간인구수,2024년_여_거주자_0~9세,2024년_여_거주자_10~19세,2024년_여_거주자_20~29세,2024년_여_거주자_30~39세,2024년_여_거주자_40~49세,2024년_여_거주자_50~59세,2024년_여_거주자_60~69세,2024년_여_거주자_70~79세,2024년_여_거주자_80~89세,2024년_여_거주자_90~99세,2024년_여_거주자_100세 이상,2025년_거주자_총인구수,2025년_거주자_연령구간인구수,2025년_거주자_0~9세,2025년_거주자_10~19세,2025년_거주자_20~29세,2025년_거주자_30~39세,2025년_거주자_40~49세,2025년_거주자_50~59세,2025년_거주자_60~69세,2025년_거주자_70~79세,2025년_거주자_80~89세,2025년_거주자_90~99세,2025년_거주자_100세 이상,2025년_남_거주자_총인구수,2025년_남_거주자_연령구간인구수,2025년_남_거주자_0~9세,2025년_남_거주자_10~19세,2025년_남_거주자_20~29세,2025년_남_거주자_30~39세,2025년_남_거주자_40~49세,2025년_남_거주자_50~59세,2025년_남_거주자_60~69세,2025년_남_거주자_70~79세,2025년_남_거주자_80~89세,2025년_남_거주자_90~99세,2025년_남_거주자_100세 이상,2025년_여_거주자_총인구수,2025년_여_거주자_연령구간인구수,2025년_여_거주자_0~9세,2025년_여_거주자_10~19세,2025년_여_거주자_20~29세,2025년_여_거주자_30~39세,2025년_여_거주자_40~49세,2025년_여_거주자_50~59세,2025년_여_거주자_60~69세,2025년_여_거주자_70~79세,2025년_여_거주자_80~89세,2025년_여_거주자_90~99세,2025년_여_거주자_100세 이상,2024년_Primary,2024년_Primary_비율,2024년_Secondary,2024년_Secondary_비율,2024년_Tertiary,2024년_Tertiary_비율,2024년_Other,2024년_Other_비율,2025년_Primary,2025년_Primary_비율,2025년_Secondary,2025년_Secondary_비율,2025년_Tertiary,2025년_Tertiary_비율,2025년_Other,2025년_Other_비율,2026년_Primary_예상,2026년_Secondary_예상,2026년_Tertiary_예상,2026년_Other_예상,2026년_총인구수_예상,2026년_Primary_예상비율,2026년_Secondary_예상비율,2026년_Tertiary_예상비율,2026년_Other_예상비율,위도,경도
경기도성남시,"907,236","907,236","56,953","81,501","111,566","133,888","142,375","151,623","128,104","65,577","30,505","5,021",123,"448,297","448,297","29,021","41,536","56,993","68,910","70,648","75,184","62,482","30,104","12,098","1,287",34,"458,939","458,939","27,932","39,965","54,573","64,978","71,727","76,439","65,622","35,473","18,407","3,734",89,"900,157","900,157","54,127","81,059","105,170","133,807","139,792","149,129","129,153","70,728","31,537","5,508",147,"444,365","444,365","27,628","41,329","53,511","69,093","69,336","73,979","62,840","32,542","12,620","1,450",37,"455,792","455,792","26,499","39,730","51,659","64,714","70,456","75,150","66,313","38,186","18,917","4,058",110,101226,11.16,128104,14.12,620953,68.44,56953,6.28,107920,11.99,129153,14.35,608957,67.65,54127,6.01,115057.0,130211.0,597193.0,51441.0,893902.0,12.87,14.57,66.81,5.75,37.4201556,127.1262092
경기도성남시수정구,"233,461","233,461","13,468","16,141","29,679","35,958","34,250","38,500","36,751","19,548","8,055","1,080",31,"117,844","117,844","6,841","8,132","15,564","19,188","18,065","19,712","18,043","8,941","3,100",252,6,"115,617","115,617","6,627","8,009","14,115","16,770","16,185","18,788","18,708","10,607","4,955",828,25,"231,061","231,061","12,688","15,923","27,923","35,392","33,536","37,793","36,998","21,149","8,418","1,215",26,"116,669","116,669","6,472","8,032","14,626","18,983","17,698","19,418","18,170","9,701","3,273",290,6,"114,392","114,392","6,216","7,891","13,297","16,409","15,838","18,375","18,828","11,448","5,145",925,20,28714,12.3,36751,15.74,154528,66.19,13468,5.77,30808,13.33,36998,16.01,150567,65.16,12688,5.49,33055.0,37247.0,146708.0,11953.0,228963.0,14.44,16.27,64.07,5.22,37.4503386,127.1462933
경기도성남시수정구신흥동,"12,210","12,210",285,585,"1,549","1,639","1,624","2,303","2,429","1,206",527,63,0,"6,506","6,506",150,305,849,974,959,"1,318","1,219",530,189,13,0,"5,704","5,704",135,280,700,665,665,985,"1,210",676,338,50,0,"11,964","11,964",239,570,"1,414","1,615","1,556","2,263","2,389","1,321",527,69,1,"6,386","6,386",125,291,758,981,921,"1,323","1,204",581,189,13,0,"5,578","5,578",114,279,656,634,635,940,"1,185",740,338,56,1,1796,14.71,2429,19.89,7700,63.06,285,2.33,1918,16.03,2389,19.97,7418,62.0,239,2.0,2048.0,2350.0,7146.0,200.0,11744.0,17.44,20.01,60.85,1.7,37.44668,127.14705
경기도성남시수정구신흥동,"31,264","31,264","3,016","2,179","3,316","6,058","4,892","4,733","4,259","2,047",660,101,3,"15,138","15,138","1,522","1,075","1,666","2,960","2,505","2,170","1,962",983,273,22,0,"16,126","16,126","1,494","1,104","1,650","3,098","2,387","2,563","2,297","1,064",387,79,3,"31,500","31,500","3,031","2,197","3,110","5,916","5,068","4,698","4,360","2,267",743,106,4,"15,291","15,291","1,537","1,086","1,577","2,897","2,608","2,144","2,013","1,081",323,25,0,"16,209","16,209","1,494","1,111","1,533","3,019","2,460","2,554","2,347","1,186",420,81,4,2811,8.99,4259,13.62,21178,67.74,3016,9.65,3120,9.9,4360,13.84,20989,66.63,3031,9.62,3463.0,4463.0,20802.0,3046.0,31774.0,10.9,14.05,65.47,9.59,37.44668,127.14705
경기도성남시수정구신흥동,"10,612","10,612",282,508,"1,398","1,518","1,421","1,993","2,000","1,001",440,51,0,"5,668","5,668",143,259,743,889,817,"1,134","1,051",450,171,11,0,"4,944","4,944",139,249,655,629,604,859,949,551,269,40,0,"10,556","10,556",265,481,"1,330","1,511","1,366","1,978","2,026","1,069",474,55,1,"5,657","5,657",136,243,708,878,788,"1,119","1,080",500,189,16,0,"4,899","4,899",129,238,622,633,578,859,946,569,285,39,1,1492,14.06,2000,18.85,6838,64.44,282,2.66,1599,15.15,2026,19.19,6666,63.15,265,2.51,1714.0,2052.0,6498.0,249.0,10513.0,16.3,19.52,61.81,2.37,37.44668,127.14705
경기도성남시수정구태평동,"13,799","13,799",325,607,"2,370","1,876","1,708","2,283","2,345","1,524",685,74,2,"7,153","7,153",151,335,"1,265","1,087",945,"1,236","1,171",664,281,18,0,"6,646","6,646",174,272,"1,105",789,763,"1,047","1,174",860,404,56,2,"13,412","13,412",273,547,"2,233","1,862","1,569","2,175","2,362","1,582",721,87,1,"6,937","6,937",123,288,"1,212","1,077",884,"1,189","1,164",700,280,20,0,"6,475","6,475",150,259,"1,021",785,685,986,"1,198",882,441,67,1,2285,16.56,2345,16.99,8844,64.09,325,2.36,2391,17.83,2362,17.61,8386,62.53,273,2.04,2502.0,2379.0,7952.0,229.0,13062.0,19.15,18.21,60.88,1.75,37.446433,127.1319544
경기도성남시수정구태평동,"13,934","13,934",457,815,"1,968","2,011","1,741","2,505","2,369","1,335",647,80,6,"7,025","7,025",226,413,"1,069","1,114",944,"1,272","1,170",569,230,18,0,"6,909","6,909",231,402,899,897,797,"1,233","1,199",766,417,62,6,"13,566","13,566",398,753,"1,791","1,964","1,666","2,410","2,390","1,437",651,104,2,"6,831","6,831",188,383,971,"1,109",898,"1,240","1,176",605,235,26,0,"6,735","6,735",210,370,820,855,768,"1,170","1,214",832,416,78,2,2068,14.84,2369,17.0,9040,64.88,457,3.28,2194,16.17,2390,17.62,8584,63.28,398,2.93,2328.0,2411.0,8151.0,347.0,13237.0,17.59,18.21,61.58,2.62,37.446433,127.1319544
경기도성남시수정구태평동,"11,891","11,891",345,724,"1,451","1,545","1,499","2,234","2,295","1,233",509,56,0,"6,107","6,107",175,354,825,871,784,"1,157","1,188",559,179,15,0,"5,784","5,784",170,370,626,674,715,"1,077","1,107",674,330,41,0,"11,508","11,508",308,668,"1,328","1,453","1,439","2,143","2,294","1,304",514,56,1,"5,904","5,904",154,333,733,830,760,"1,109","1,200",586,183,16,0,"5,604","5,604",154,335,595,623,679,"1,034","1,094",718,331,40,1,1798,15.12,2295,19.3,7453,62.68,345,2.9,1875,16.29,2294,19.93,7031,61.1,308,2.68,1955.0,2293.0,6633.0,275.0,11156.0,17.52,20.55,59.46,2.47,37.446433,127.1319544
경기도성남시수정구태평동,"11,186","11,186",330,815,"1,607","1,404","1,460","2,054","1,880","1,022",539,74,1,"5,763","5,763",175,429,858,828,772,"1,063",958,454,203,23,0,"5,423","5,423",155,386,749,576,688,991,922,568,336,51,1,"10,846","10,846",301,763,"1,462","1,409","1,347","1,984","1,854","1,099",536,90,1,"5,577","5,577",160,395,762,838,726,"1,042",937,490,204,23,0,"5,269","5,269",141,368,700,571,621,942,917,609,332,67,1,1636,14.63,1880,16.81,7340,65.62,330,2.95,1726,15.91,1854,17.09,6965,64.22,301,2.78,1821.0,1828.0,6609.0,275.0,10533.0,17.29,17.35,62.75,2.61,37.446433,127.1319544
경기도성남시수정구수진동,"11,003","11,003",208,483,"1,310","1,343","1,239","2,161","2,366","1,286",547,58,2,"5,818","5,818",107,255,749,812,715,"1,169","1,214",586,199,11,1,"5,185","5,185",101,228,561,531,524,992,"1,152",700,348,47,1,"10,669","10,669",182,437,"1,178","1,310","1,188","2,010","2,363","1,387",542,70,2,"5,673","5,673",90,228,678,795,695,"1,093","1,250",632,198,13,1,"4,996","4,996",92,209,500,515,493,917,"1,113",755,344,57,1,1893,17.2,2366,21.5,6536,59.4,208,1.89,2001,18.76,2363,22.15,6123,57.39,182,1.71,2115.0,2360.0,5736.0,159.0,10370.0,20.4,22.76,55.31,1.53,37.4389492,127.1296112
경기도성남시수정구수진동,"14,464","14,464",453,841,"1,872","1,837","1,836","2,419","2,795","1,639",695,74,3,"7,298","7,298",243,428,974,"1,059",948,"1,232","1,355",751,287,19,2,"7,166","7,166",210,413,898,778,888,"1,187","1,440",888,408,55,1,"14,242","14,242",425,787,"1,763","1,833","1,747","2,318","2,817","1,745",722,83,2,"7,159","7,159",224,404,916,"1,057",915,"1,161","1,372",791,293,24,2,"7,083","7,083",201,383,847,776,832,"1,157","1,445",954,429,59,0,2411,16.67,2795,19.32,8805,60.88,453,3.13,2552,17.92,2817,19.78,8448,59.32,425,2.98,2701.0,2839.0,8105.0,399.0,14044.0,19.23,20.22,57.71,2.84,37.4389492,127.1296112
경기도성남시수정구단대동,"14,306","14,306",695,"1,086","1,701","1,957","2,066","2,450","2,360","1,332",587,71,1,"7,025","7,025",360,582,858,"1,042","1,071","1,204","1,116",552,221,19,0,"7,281","7,281",335,504,843,915,995,"1,246","1,244",780,366,52,1,"14,116","14,116",631,"1,052","1,599","1,903","1,980","2,428","2,384","1,430",623,85,1,"6,939","6,939",329,554,833,"1,012","1,022","1,175","1,148",614,230,22,0,"7,177","7,177",302,498,766,891,958,"1,253","1,236",816,393,63,1,1991,13.92,2360,16.5,9260,64.73,695,4.86,2139,15.15,2384,16.89,8962,63.49,631,4.47,2298.0,2408.0,8674.0,573.0,13953.0,16.47,17.26,62.17,4.11,37.45482,127.15767
경기도성남시수정구산성동,"4,501","4,501",183,369,520,528,630,784,762,485,217,22,1,"2,259","2,259",94,198,274,288,340,395,365,218,83,4,0,"2,242","2,242",89,171,246,240,290,389,397,267,134,18,1,"4,374","4,374",165,330,499,522,587,754,765,502,226,23,1,"2,184","2,184",87,181,254,292,322,391,347,222,82,6,0,"2,190","2,190",78,149,245,230,265,363,418,280,144,17,1,725,16.11,762,16.93,2831,62.9,183,4.07,752,17.19,765,17.49,2692,61.55,165,3.77,780.0,768.0,2560.0,149.0,4257.0,18.32,18.04,60.14,3.5,37.45576,127.15291
경기도성남시수정구양지동,"9,015","9,015",307,712,"1,240",924,"1,257","1,678","1,518",905,420,51,3,"4,440","4,440",156,357,619,511,628,859,732,398,164,15,1,"4,575","4,575",151,355,621,413,629,819,786,507,256,36,2,"8,867","8,867",250,686,"1,166",915,"1,171","1,679","1,554",957,432,55,2,"4,348","4,348",123,349,568,503,592,855,750,422,172,13,1,"4,519","4,519",127,337,598,412,579,824,804,535,260,42,1,1379,15.3,1518,16.84,5811,64.46,307,3.41,1446,16.31,1554,17.53,5617,63.35,250,2.82,1516.0,1591.0,5429.0,204.0,8740.0,17.35,18.2,62.12,2.33,37.4608584,127.1641951
경기도성남시수정구복정동,"10,114","10,114",392,462,"2,302","1,939","1,649","1,526","1,077",551,177,36,3,"5,683","5,683",197,240,"1,279","1,199",975,886,549,270,83,5,0,"4,431","4,431",195,222,"1,023",740,674,640,528,281,94,31,3,"10,378","10,378",418,458,"2,365","2,033","1,613","1,580","1,059",606,209,35,2,"5,808","5,808",211,221,"1,316","1,249",957,922,534,295,95,8,0,"4,570","4,570",207,237,"1,049",784,656,658,525,311,114,27,2,767,7.58,1077,10.65,7878,77.89,392,3.88,852,8.21,1059,10.2,8049,77.56,418,4.03,946.0,1041.0,8224.0,446.0,10657.0,8.88,9.77,77.17,4.19,37.45896,127.1334
경기도성남시수정구위례동,"45,643","45,643","4,395","4,679","4,442","7,232","8,285","6,797","5,979","2,696",942,192,4,"22,088","22,088","2,231","2,273","2,138","3,394","4,108","3,339","2,876","1,318",369,41,1,"23,555","23,555","2,164","2,406","2,304","3,838","4,177","3,458","3,103","1,378",573,151,3,"45,322","45,322","4,089","4,892","4,104","6,932","8,288","6,719","6,028","3,054",994,217,5,"21,951","21,951","2,122","2,416","1,966","3,244","4,075","3,326","2,864","1,487",405,44,2,"23,371","23,371","1,967","2,476","2,138","3,688","4,213","3,393","3,164","1,567",589,173,3,3834,8.4,5979,13.1,31435,68.87,4395,9.63,4270,9.42,6028,13.3,30935,68.26,4089,9.02,4756.0,6077.0,30443.0,3804.0,45080.0,10.55,13.48,67.53,8.44,,
경기도성남시수정구신촌동,"4,488","4,488",433,426,712,854,644,568,504,235,94,17,1,"2,368","2,368",217,214,456,460,351,279,228,117,41,4,1,"2,120","2,120",216,212,256,394,293,289,276,118,53,13,0,"4,484","4,484",429,407,703,883,611,587,505,240,101,18,0,"2,376","2,376",223,212,444,487,320,292,229,121,42,6,0,"2,108","2,108",206,195,259,396,291,295,276,119,59,12,0,347,7.73,504,11.23,3204,71.39,433,9.65,359,8.01,505,11.26,3191,71.16,429,9.57,371.0,506.0,3178.0,425.0,4480.0,8.28,11.29,70.94,9.49,37.4578856,127.1080213
경기도성남시수정구고등동,"11,669","11,669","1,237",727,"1,317","2,534","1,877","1,601","1,326",752,252,45,1,"5,718","5,718",631,348,621,"1,256",971,782,651,373,76,9,0,"5,951","5,951",606,379,696,"1,278",906,819,675,379,176,36,1,"11,748","11,748","1,160",762,"1,260","2,543","1,881","1,654","1,356",813,276,43,0,"5,750","5,750",576,382,599,"1,257",957,810,665,399,97,8,0,"5,998","5,998",584,380,661,"1,286",924,844,691,414,179,35,0,1050,9.0,1326,11.36,8056,69.04,1237,10.6,1132,9.64,1356,11.54,8100,68.95,1160,9.87,1220.0,1387.0,8144.0,1088.0,11839.0,10.3,11.72,68.79,9.19,37.4305171,127.0959858
경기도성남시수정구시흥동,"3,362","3,362",125,123,604,759,422,411,487,299,117,15,0,"1,787","1,787",63,67,321,444,232,217,238,149,51,5,0,"1,575","1,575",62,56,283,315,190,194,249,150,66,10,0,"3,509","3,509",124,133,618,788,459,413,492,336,127,19,0,"1,898","1,898",64,66,331,477,258,227,237,175,56,7,0,"1,611","1,611",60,67,287,311,201,186,255,161,71,12,0,431,12.82,487,14.49,2319,68.98,125,3.72,482,13.74,492,14.02,2411,68.71,124,3.53,539.0,497.0,2507.0,123.0,3666.0,14.7,13.56,68.39,3.36,,
경기도성남시중원구,"205,808","205,808","11,135","14,212","25,559","31,360","29,708","34,584","33,701","17,228","7,344",944,33,"103,663","103,663","5,601","7,322","13,202","16,969","15,575","17,484","16,526","7,972","2,803",202,7,"102,145","102,145","5,534","6,890","12,357","14,391","14,133","17,100","17,175","9,256","4,541",742,26,"202,429","202,429","10,292","13,945","23,734","31,120","28,748","33,413","33,889","18,595","7,617","1,036",40,"101,736","101,736","5,196","7,202","12,164","16,816","15,108","16,944","16,544","8,577","2,949",227,9,"100,693","100,693","5,096","6,743","11,570","14,304","13,640","16,469","17,345","10,018","4,668",809,31,25549,12.41,33701,16.37,135423,65.8,11135,5.41,27288,13.48,33889,16.74,130960,64.69,10292,5.08,29145.0,34078.0,126644.0,9513.0,199380.0,14.62,17.09,63.52,4.77,37.4307,127.137
경기도성남시중원구성남동,"32,019","32,019",999,"1,681","5,067","5,611","4,212","5,090","5,076","2,790","1,326",165,2,"16,713","16,713",489,849,"2,641","3,300","2,305","2,698","2,576","1,289",526,39,1,"15,306","15,306",510,832,"2,426","2,311","1,907","2,392","2,500","1,501",800,126,1,"31,631","31,631",931,"1,627","4,744","5,567","4,075","4,983","5,138","2,963","1,409",191,3,"16,468","16,468",460,826,"2,475","3,255","2,235","2,640","2,586","1,368",583,38,2,"15,163","15,163",471,801,"2,269","2,312","1,840","2,343","2,552","1,595",826,153,1,4283,13.38,5076,15.85,21661,67.65,999,3.12,4566,14.44,5138,16.24,20996,66.38,931,2.94,4868.0,5201.0,20351.0,868.0,31288.0,15.56,16.62,65.04,2.77,37.43068,127.13358
경기도성남시중원구중앙동,"16,565","16,565","1,399","1,139","1,595","2,706","2,758","2,649","2,381","1,351",511,75,1,"8,396","8,396",707,589,842,"1,378","1,463","1,381","1,181",626,212,17,0,"8,169","8,169",692,550,753,"1,328","1,295","1,268","1,200",725,299,58,1,"16,446","16,446","1,305","1,163","1,527","2,690","2,684","2,619","2,405","1,433",544,73,3,"8,319","8,319",679,585,803,"1,360","1,446","1,353","1,194",665,216,17,1,"8,127","8,127",626,578,724,"1,330","1,238","1,266","1,211",768,328,56,2,1938,11.7,2381,14.37,10847,65.48,1399,8.45,2053,12.48,2405,14.62,10683,64.96,1305,7.94,2175.0,2429.0,10521.0,1217.0,16342.0,13.31,14.86,64.38,7.45,37.43887,127.15254
경기도성남시중원구금광동,"19,534","19,534","2,299","1,138","1,791","4,344","3,402","2,527","2,507","1,099",364,61,2,"9,573","9,573","1,136",563,841,"2,156","1,840","1,197","1,169",530,127,14,0,"9,961","9,961","1,163",575,950,"2,188","1,562","1,330","1,338",569,237,47,2,"19,551","19,551","2,226","1,141","1,706","4,256","3,495","2,518","2,530","1,227",385,65,2,"9,594","9,594","1,110",577,800,"2,073","1,895","1,213","1,186",581,144,15,0,"9,957","9,957","1,116",564,906,"2,183","1,600","1,305","1,344",646,241,50,2,1526,7.81,2507,12.83,13202,67.58,2299,11.77,1679,8.59,2530,12.94,13116,67.09,2226,11.39,1847.0,2553.0,13031.0,2155.0,19586.0,9.43,13.03,66.53,11.0,37.44731,127.16797
경기도성남시중원구금광동,"23,995","23,995",998,"1,566","3,177","3,444","3,385","4,189","4,049","2,196",886,99,6,"11,843","11,843",496,779,"1,549","1,826","1,735","2,102","1,959","1,028",344,23,2,"12,152","12,152",502,787,"1,628","1,618","1,650","2,087","2,090","1,168",542,76,4,"23,326","23,326",914,"1,512","2,958","3,388","3,250","3,961","3,988","2,353",882,115,5,"11,529","11,529",452,776,"1,434","1,787","1,669","1,998","1,944","1,089",350,28,2,"11,797","11,797",462,736,"1,524","1,601","1,581","1,963","2,044","1,264",532,87,3,3187,13.28,4049,16.87,15761,65.68,998,4.16,3355,14.38,3988,17.1,15069,64.6,914,3.92,3532.0,3928.0,14407.0,837.0,22704.0,15.56,17.3,63.46,3.69,37.44731,127.16797
경기도성남시중원구은행동,"9,367","9,367",400,750,"1,483","1,343","1,149","1,676","1,412",767,355,31,1,"4,633","4,633",216,386,712,751,561,841,687,335,136,7,1,"4,734","4,734",184,364,771,592,588,835,725,432,219,24,0,"9,249","9,249",361,723,"1,371","1,381","1,122","1,629","1,437",820,373,29,3,"4,550","4,550",194,369,667,764,550,802,698,353,143,9,1,"4,699","4,699",167,354,704,617,572,827,739,467,230,20,2,1154,12.32,1412,15.07,6401,68.34,400,4.27,1225,13.24,1437,15.54,6226,67.32,361,3.9,1300.0,1462.0,6056.0,326.0,9144.0,14.22,15.99,66.23,3.57,37.458298,127.168466
